Data;Godzina;Goście;Gospodarze;Sezon;Stadion;Sędzia;AG;AvgA;AvgD;AvgH;HG;MaxA;MaxD;MaxH;PA;PD;PH;Czerwone kartki A;Czerwone kartki H;Faule A;Faule H;Interwencje bramkarzy A;Interwencje bramkarzy H;Posiadanie piłki A;Posiadanie piłki H;Rzuty rożne A;Rzuty rożne H;Rzuty wolne A;Rzuty wolne H;Spalone A;Spalone H;Strzały na bramkę A;Strzały na bramkę H;Strzały niecelne A;Strzały niecelne H;Strzały zablokowane A;Strzały zablokowane H;Sytuacje bramkowe A;Sytuacje bramkowe H;Wrzuty z autu A;Wrzuty z autu H;Żółte kartki A;Żółte kartki H;Zawodnik 1 A;Zawodnik 1 H;Zawodnik 2 A;Zawodnik 2 H;Zawodnik 3 A;Zawodnik 3 H;Zawodnik 4 A;Zawodnik 4 H;Zawodnik 5 A;Zawodnik 5 H;Zawodnik 6 A;Zawodnik 6 H;Zawodnik 7 A;Zawodnik 7 H;Zawodnik 8 A;Zawodnik 8 H;Zawodnik 9 A;Zawodnik 9 H;Zawodnik 10 A;Zawodnik 10 H;Zawodnik 11 A;Zawodnik 11 H;Res
07.03.2021;17:30;Legia Warszawa;Śląsk Wrocław;2020/2021;Tarczyński Arena (Wrocław);Jarzebak S. (Pol);1;1,63;3,76;5,28;0;1,71;4,03;5,75;1,66;4,03;5,55;0;0;12;17;4;1;0,54;0,46;4;2;;;2;0;2;4;9;7;;;11;11;;;2;3;Boruc A.;Putnocky M.;Shabanov A.;Cotugno G.;Wieteska M.;Bejger L.;Juranovic J.;Tamas M.;Wszołek P.;Stiglec D.;Kapustka B.;Janasik P.;Slisz B.;Scalet M.;Gwilia W.;Musonda L.;Mladenovic F.;Pich R.;Wlodarczyk S.;Pawłowski B.;Rafa Lopes;Exposito E.;A
08.03.2021;18:00;Wisła Płock;Warta Poznań;2020/2021;Stadion Dyskobolii (Grodzisk Wielkopolski);Jakubik K. (Pol);0;2,56;2,84;3,07;2;2,82;3,03;3,2;2,72;2,91;3,16;0;0;12;18;3;2;0,5;0,5;4;4;;;1;1;2;5;8;4;;;10;9;;;1;1;Kamiński K.;Lis A.;Vallo K.;Kiełb J.;Michalski D.;Ivanov R.;Uryga A.;Ławniczak A.;Garcia A.;Grzesik J.;Lagator D.;Jakóbowski M.;Szwoch M.;Kupczak M.;Rasak D.;Trałka Ł.;Lesniak F.;Baku M.;Kocyła D.;Żurawski M.;Tuszyński P.;Kuzimski M.;H
12.03.2021;18:00;Śląsk Wrocław;Cracovia;2020/2021;Stadion MKS Cracovia (Kraków);Szczech Ł. (Pol);1;3,66;3,15;2,08;1;4,15;3,35;2,2;4,07;3,35;2,06;0;0;14;13;5;6;0,63;0,37;5;3;;;2;3;7;6;3;6;;;10;12;;;1;3;Putnocky M.;Niemczycki K.;Celeban P.;Rapa C.;Bejger L.;Szymonowicz D.;Tamas M.;Rodin M.;Stiglec D.;Luis Rocha;Scalet M.;Hanca S.;Janasik P.;Dimun M.;Musonda L.;van Amersfoort P.;Pich R.;Kosecki J.;Pawłowski B.;Rivaldinho;Exposito E.;Piszczek F.;D
12.03.2021;20:30;Pogoń Szczecin;Jagiellonia Białystok;2020/2021;Stadion Miejski (Białystok);Sylwestrzak D. (Pol);1;1,85;3,5;4,08;0;1,96;3,76;4,4;1,88;3,76;4,29;1;2;12;18;2;2;0,55;0,45;7;1;;;2;1;3;2;5;4;;;8;6;;;5;5;Stipica D.;Dziekoński X.;Bartkowski J.;Olszewski P.;Zech B.;Runje I.;Triantafyllopoulos K.;Augustyn B.;Matynia H.;Nastic B.;Dąbrowski D.;Kwiecień B.;Gorgon A.;Romanczuk T.;Smoliński K.;Pospisil M.;Kowalczyk S.;Lopez F.;Kucharczyk M.;Wdowik B.;Zahovic L.;Puljic J.;A
13.03.2021;15:00;Raków Częstochowa;Wisła Płock;2020/2021;Orlen Stadion (Płock);Gil P. (Pol);2;1,97;3,26;3,91;2;2,04;3,45;4,36;1,98;3,45;4,26;0;0;17;21;2;2;0,52;0,48;9;2;;;1;0;4;3;10;3;;;14;6;;;1;3;Holec D.;Kamiński K.;Piątkowski K.;Vallo K.;Niewulis A.;Rzeźniczak J.;Jach J.;Uryga A.;Tudor F.;Garcia A.;Sapała I.;Rasak D.;Lederman B.;Lesniak F.;Kun P.;Kocyła D.;López I.;Adamczyk H.;Cebula M.;Szwoch M.;Gutkovskis V.;Tuszyński P.;D
13.03.2021;17:30;Wisła Kraków;Lechia Gdańsk;2020/2021;Polsat Plus Arena (Gdańsk);Przybyl J. (Pol);0;2,91;3,09;2,48;2;3,05;3,29;2,63;3,01;3,29;2,55;0;0;14;19;5;4;0,54;0,46;7;5;;;2;2;4;7;12;8;;;16;15;;;3;1;Lis M.;Kuciak D.;Burliga L.;Kopacz B.;Radakovic U.;Maloca M.;Frydrych M.;Tobers K.;Sadlok M.;Pietrzak R.;Mawutor D.;Biegański J.;Yeboah Y.;Zwoliński Ł.;Plewka P.;Kubicki J.;Savic S.;Gajos M.;Jean Carlos;Conrado;Medved Z.;Paixao F.;H
13.03.2021;20:00;Warta Poznań;Legia Warszawa;2020/2021;Stadion Wojska Polskiego (Warszawa);Lasyk P. (Pol);2;9,81;4,81;1,32;3;12,17;5,22;1,36;12,17;5,22;1,32;0;0;16;15;5;3;0,44;0,56;3;4;;;0;3;5;8;4;7;;;9;15;;;2;2;Lis A.;Boruc A.;Grzesik J.;Juranovic J.;Ławniczak A.;Wieteska M.;Ivanov R.;Shabanov A.;Kiełb J.;Wszołek P.;Kupczak M.;Slisz B.;Kuzimski M.;Martins A.;Czyżycki M.;Mladenovic F.;Żurawski M.;Kapustka B.;Baku M.;Luquinhas;Zrelak A.;Rafa Lopes;H
14.03.2021;15:00;Zagłębie Lubin;Górnik Zabrze;2020/2021;Stadion im. Ernesta Pohla (Zabrze);Myc W. (Pol);0;2,8;3,24;2,47;2;3,25;3,42;2,66;2,86;3,42;2,6;0;0;14;13;7;8;0,57;0,43;4;0;;;2;0;8;9;10;8;;;18;17;;;0;1;Hładun D.;Chudy M.;Chodyna K.;Wiśniewski P.;Simic L.;Paluszek A.;Crnomarkovic D.;Gryszkiewicz A.;Balic S.;Masouras G.;Żubrowski J.;Prochazka R.;Szysz P.;Kubica K.;Starzyński F.;Rostkowski M.;Drazic D.;Jimenez J.;Stoch M.;Krawczyk P.;Podlinski K.;Boakye R.;H
14.03.2021;17:30;Piast Gliwice;Lech Poznań;2020/2021;Stadion Miejski (Poznań);Kwiatkowski T. (Pol);0;3,48;3,26;2,1;0;3,75;3,5;2,23;3,74;3,33;2,17;0;0;8;8;7;5;0,4;0,6;6;7;;;0;1;5;7;6;6;;;11;13;;;1;1;Plach F.;van der Hart M.;Konczkowski M.;Czerwiński A.;Huk T.;Salamon B.;Czerwiński J.;Rogne T.;Holubek J.;Kamiński J.;Sokołowski P.;Karlstrom J.;Lipski P.;Pedro Tiba;Pyrka A.;Skóraś M.;Chrapek M.;Dani Ramirez;Vida K.;Sykora J.;Żyro M.;Ishak M.;D
15.03.2021;18:00;Podbeskidzie B-B;Stal Mielec;2020/2021;Stadion MOSiR (Mielec);Jakubik K. (Pol);1;3,18;3,14;2,29;2;3,42;3,31;2,45;3,3;3,31;2,37;0;1;17;16;3;5;0,45;0,55;2;5;;;1;3;6;5;7;13;;;13;18;;;2;2;Peskovic M.;Strączek R.;Modelski F.;De Amo J.;Janicki R.;Chorbadzhiyski B.;Rundić M.;Flis M.;Mamic P.;Getinger K.;Bieroński J.;Forsell P.;Kocsis G.;Matras M.;Danielak K.;Domański M.;Hora J.;Granlund A.;Roginic M.;Kolev A.;Biliński K.;Prokić A.;H
19.03.2021;18:00;Cracovia;Piast Gliwice;2020/2021;Stadion Miejski w Gliwicach (Gliwice);Frankowski B. (Pol);0;3,87;3,04;2,07;2;4,26;3,2;2,17;4,22;3,15;2,11;0;0;18;17;4;4;0,53;0,47;6;2;;;2;1;4;6;6;6;;;10;12;;;1;3;Niemczycki K.;Plach F.;Rapa C.;Rymaniak B.;Szymonowicz D.;Huk T.;Marquez I.;Czerwiński J.;Luis Rocha;Holubek J.;Dimun M.;Sokołowski P.;Fiolic I.;Jodłowiec T.;Rivaldinho;Badia G.;van Amersfoort P.;Chrapek M.;Siplak M.;Steczyk D.;Alvarez M.;Świerczok J.;H
19.03.2021;20:30;Lechia Gdańsk;Pogoń Szczecin;2020/2021;Stadion Miejski w Szczecinie (Szczecin);Kwiatkowski T. (Pol);0;4,06;3,17;1,97;1;4,54;3,32;2,04;4,37;3,26;2,03;0;0;13;6;6;4;0,47;0,53;3;5;;;0;1;4;7;7;11;;;11;18;;;4;1;Kuciak D.;Stipica D.;Kopacz B.;Bartkowski J.;Maloca M.;Triantafyllopoulos K.;Tobers K.;Zech B.;Conrado;Mata L.;Biegański J.;Dąbrowski D.;Pietrzak R.;Gorgon A.;Gajos M.;Kurzawa R.;Kubicki J.;Kowalczyk S.;Zwoliński Ł.;Kucharczyk M.;Paixao F.;Benedyczak A.;H
20.03.2021;15:00;Wisła Płock;Śląsk Wrocław;2020/2021;Tarczyński Arena (Wrocław);Stefanski D. (Pol);0;3,02;3,07;2,43;0;3,3;3,23;2,54;3,15;3,23;2,5;0;0;9;23;5;4;0,51;0,49;5;9;;;1;1;4;5;8;11;;;12;16;;;0;3;Kamiński K.;Putnocky M.;Vallo K.;Cotugno G.;Rzeźniczak J.;Puerto I.;Michalski D.;Tamas M.;Garcia A.;Stiglec D.;Rasak D.;Scalet M.;Lesniak F.;Janasik P.;Kocyła D.;Musonda L.;Adamczyk H.;Pich R.;Szwoch M.;Zylla M.;Tuszyński P.;Piasecki F.;D
20.03.2021;17:30;Górnik Zabrze;Raków Częstochowa;2020/2021;GIEKSA Arena (Bełchatów);Kos D. (Pol);0;4,97;3,56;1,7;0;5,51;3,79;1,83;5,43;3,78;1,72;0;0;17;17;8;1;0,42;0,58;3;14;;;1;2;1;8;5;8;;;6;16;;;2;0;Chudy M.;Holec D.;Wiśniewski P.;Piątkowski K.;Paluszek A.;Niewulis A.;Gryszkiewicz A.;Arsenić Z.;Masouras G.;Tudor F.;Prochazka R.;Schwarz P.;Kubica K.;Sapała I.;Rostkowski M.;Kun P.;Jimenez J.;Cebula M.;Krawczyk P.;López I.;Boakye R.;Gutkovskis V.;D
20.03.2021;20:00;Jagiellonia Białystok;Lech Poznań;2020/2021;Stadion Miejski (Poznań);Marciniak S. (Pol);3;6,48;4,38;1,46;2;7,36;4,61;1,5;7,36;4,61;1,47;1;0;12;17;5;2;0,37;0,63;4;8;;;2;3;5;7;4;8;;;9;15;;;4;2;Dziekoński X.;van der Hart M.;Tiru B.;Kamiński J.;Runje I.;Salamon B.;Augustyn B.;Rogne T.;Nastic B.;Kravets V.;Kwiecień B.;Karlstrom J.;Romanczuk T.;Pedro Tiba;Makuszewski M.;Skóraś M.;Mystkowski P.;Dani Ramirez;Cernych F.;Sykora J.;Puljic J.;Ishak M.;A
21.03.2021;12:30;Podbeskidzie B-B;Warta Poznań;2020/2021;Stadion Dyskobolii (Grodzisk Wielkopolski);Kuzma L. (Pol);0;3,31;3,05;2,28;2;3,58;3,22;2,38;3,48;3,22;2,33;0;0;21;16;0;0;0,43;0,57;1;4;;;0;2;0;2;4;6;;;4;8;;;2;0;Peskovic M.;Lis A.;Danielak K.;Grzesik J.;Modelski F.;Ławniczak A.;Janicki R.;Ivanov R.;Rundić M.;Kiełb J.;Sierpina L.;Kupczak M.;Hora J.;Trałka Ł.;Bieroński J.;Baku M.;Rzuchowski M.;Żurawski M.;Biliński K.;Jakóbowski M.;Wilson P.;Kuzimski M.;H
21.03.2021;15:00;Stal Mielec;Wisła Kraków;2020/2021;Stadion Miejski im. Henryka Reymana (Kraków);Raczkowski P. (Pol);1;3,62;3,43;1,99;3;3,94;3,67;2,13;3,8;3,67;2,03;0;0;11;9;4;3;0,42;0,58;3;7;;;0;4;4;7;4;10;;;8;17;;;2;4;Strączek R.;Lis M.;Granlund A.;Burliga L.;De Amo J.;Radakovic U.;Chorbadzhiyski B.;Frydrych M.;Flis M.;Sadlok M.;Getinger K.;Mawutor D.;Domański M.;Jean Carlos;Matras M.;Plewka P.;Tomasiewicz G.;Savic S.;Kolev A.;Yeboah Y.;Forsell P.;Brown F.;H
21.03.2021;17:30;Legia Warszawa;Zagłębie Lubin;2020/2021;Stadion Zagłębia Lubin (Lubin);Gil P. (Pol);4;1,88;3,5;3,97;0;2,01;3,81;4,39;1,88;3,77;4,3;0;0;15;10;1;3;0,51;0,49;5;0;;;1;1;7;1;5;3;;;12;4;;;1;0;Boruc A.;Hładun D.;Jędrzejczyk A.;Chodyna K.;Wieteska M.;Simic L.;Shabanov A.;Crnomarkovic D.;Wszołek P.;Balic S.;Slisz B.;Żubrowski J.;Martins A.;Drazic D.;Juranovic J.;Szysz P.;Kapustka B.;Starzyński F.;Luquinhas;Stoch M.;Pekhart T.;Podlinski K.;A
03.04.2021;12:30;Piast Gliwice;Wisła Płock;2020/2021;Orlen Stadion (Płock);Kos D. (Pol);1;2,41;3,09;3,04;0;2,6;3,26;3,26;2,43;3,25;3,24;0;0;14;18;2;1;0,41;0,59;5;6;;;3;2;2;2;8;4;;;10;6;;;4;3;Plach F.;Kamiński K.;Konczkowski M.;Vallo K.;Huk T.;Rzeźniczak J.;Czerwiński J.;Uryga A.;Rymaniak B.;Garcia A.;Sokołowski P.;Rasak D.;Jodłowiec T.;Lesniak F.;Pyrka A.;Kocyła D.;Chrapek M.;Adamczyk H.;Badia G.;Szwoch M.;Świerczok J.;Tuszyński P.;A
03.04.2021;17:30;Pogoń Szczecin;Legia Warszawa;2020/2021;Stadion Wojska Polskiego (Warszawa);Marciniak S. (Pol);2;4,82;3,41;1,77;4;5,43;3,6;1,83;5,43;3,34;1,83;0;0;15;15;3;4;0,58;0,42;4;3;;;0;1;6;7;8;7;;;14;14;;;4;3;Stipica D.;Boruc A.;Bartkowski J.;Jędrzejczyk A.;Triantafyllopoulos K.;Wieteska M.;Zech B.;Shabanov A.;Mata L.;Juranovic J.;Dąbrowski D.;Slisz B.;Gorgon A.;Martins A.;Kowalczyk S.;Mladenovic F.;Smoliński K.;Kapustka B.;Kucharczyk M.;Luquinhas;Frączczak A.;Pekhart T.;H
03.04.2021;20:00;Lech Poznań;Cracovia;2020/2021;Stadion MKS Cracovia (Kraków);Sylwestrzak D. (Pol);1;2,43;3,12;2,97;2;2,6;3,32;3,45;2,59;3,23;3,02;0;0;15;11;3;2;0,58;0,42;4;3;;;1;3;3;5;8;6;;;11;11;;;1;5;van der Hart M.;Niemczycki K.;Kamiński J.;Rapa C.;Salamon B.;Szymonowicz D.;Milic A.;Rodin M.;Puchacz T.;Luis Rocha;Karlstrom J.;Sadikovic D.;Marchwiński F.;Dimun M.;Skóraś M.;Hanca S.;Dani Ramirez;van Amersfoort P.;Sykora J.;Siplak M.;Ishak M.;Rivaldinho;H
05.04.2021;12:30;Warta Poznań;Górnik Zabrze;2020/2021;Stadion im. Ernesta Pohla (Zabrze);Raczkowski P. (Pol);2;3,41;3,11;2,21;1;4,33;3,42;2,35;3,59;3,1;2,35;0;0;10;10;0;5;0,4;0,6;7;10;;;4;2;7;1;7;10;;;14;11;;;0;3;Lis A.;Chudy M.;Grzesik J.;Wiśniewski P.;Ławniczak A.;Paluszek A.;Ivanov R.;Gryszkiewicz A.;Kiełb J.;Rostkowski M.;Baku M.;Prochazka R.;Trałka Ł.;Kubica K.;Kupczak M.;Janza E.;Kuzdra J.;Manneh A.;Żurawski M.;Jimenez J.;Kuzimski M.;Boakye R.;A
05.04.2021;15:00;Wisła Kraków;Podbeskidzie B-B;2020/2021;Stadion Miejski (Bielsko-Biała);Stefanski D. (Pol);0;2,04;3,46;3,46;2;2,25;3,67;3,74;2,06;3,67;3,69;0;0;11;19;6;4;0,55;0,45;5;6;;;2;0;4;8;15;15;;;19;23;;;2;3;Lis M.;Peskovic M.;Szot D.;Modelski F.;Radakovic U.;Janicki R.;Frydrych M.;Rundić M.;Sadlok M.;Niepsuj D.;Zhukov G.;Hora J.;Mawutor D.;Rzuchowski M.;Jean Carlos;Ubbink D.;Savic S.;Sierpina L.;Yeboah Y.;Sitek M.;Brown F.;Biliński K.;H
05.04.2021;17:30;Śląsk Wrocław;Jagiellonia Białystok;2020/2021;Stadion Miejski (Białystok);Kwiatkowski T. (Pol);1;3,09;3,23;2,29;0;3,34;3,38;2,43;3,31;3,38;2,33;0;1;12;15;4;2;0,43;0,57;7;6;;;3;3;3;4;12;12;;;15;16;;;2;5;Szromnik M.;Dziekoński X.;Bejger L.;Prikryl T.;Poprawa K.;Runje I.;Tamas M.;Tiru B.;Janasik P.;Nastic B.;Mączyński K.;Kwiecień B.;Scalet M.;Romanczuk T.;Stiglec D.;Makuszewski M.;Sobota W.;Imaz J.;Praszelik M.;Wdowik B.;Exposito E.;Puljic J.;A
05.04.2021;20:00;Zagłębie Lubin;Lechia Gdańsk;2020/2021;Polsat Plus Arena (Gdańsk);Jakubik K. (Pol);1;2,97;3,29;2,34;3;3,1;3,45;2,45;3,1;3,37;2,45;0;0;18;20;4;3;0,57;0,43;4;3;;;1;2;4;7;13;9;;;17;16;;;4;2;Hładun D.;Kuciak D.;Chodyna K.;Kopacz B.;Simic L.;Tobers K.;Oko D.;Maloca M.;Balic S.;Conrado;Żubrowski J.;Biegański J.;Bashkirov E.;Makowski T.;Szysz P.;Zwoliński Ł.;Starzyński F.;Gajos M.;Stoch M.;Udovicic Z.;Podlinski K.;Paixao F.;H
09.04.2021;18:00;Cracovia;Jagiellonia Białystok;2020/2021;Stadion Miejski (Białystok);Gil P. (Pol);1;2,29;3,15;3,21;2;2,39;3,33;3,41;2,34;3,27;3,4;0;0;15;16;2;5;0,52;0,48;8;1;;;3;0;6;4;8;6;;;14;10;;;3;3;Niemczycki K.;Dziekoński X.;Rapa C.;Twardek K.;Szymonowicz D.;Tiru B.;Rodin M.;Augustyn B.;Diego;Wdowik B.;Sadikovic D.;Pospisil M.;Dimun M.;Romanczuk T.;Thiago;Prikryl T.;van Amersfoort P.;Imaz J.;Hanca S.;Bida B.;Rivaldinho;Mystkowski P.;H
09.04.2021;20:30;Raków Częstochowa;Wisła Kraków;2020/2021;Stadion Miejski im. Henryka Reymana (Kraków);Marciniak S. (Pol);2;1,96;3,5;3,72;1;2,09;3,79;3,99;1,99;3,63;3,99;0;0;10;23;5;3;0,42;0,58;3;5;;;1;0;5;6;6;9;;;11;15;;;2;5;Holec D.;Lis M.;Piątkowski K.;Burliga L.;Arsenić Z.;Radakovic U.;Jach J.;Frydrych M.;Tudor F.;Sadlok M.;Sapała I.;Zhukov G.;Poletanovic M.;Savic S.;Kun P.;Kuveljic N.;Tijanic D.;Starzyński P.;Arak J.;Medved Z.;Cebula M.;Yeboah Y.;A
10.04.2021;15:00;Wisła Płock;Pogoń Szczecin;2020/2021;Stadion Miejski w Szczecinie (Szczecin);Kuzma L. (Pol);0;5,23;3,32;1,74;2;5,74;3,53;1,8;5,74;3,45;1,76;0;0;10;10;3;0;0,49;0,51;8;3;;;0;2;0;5;6;5;;;6;10;;;0;1;Kamiński K.;Stipica D.;Tomasik P.;Bartkowski J.;Michalski D.;Zech B.;Uryga A.;Triantafyllopoulos K.;Garcia A.;Mata L.;Lagator D.;Dąbrowski D.;Lesniak F.;Kucharczyk M.;Szwoch M.;Gorgon A.;Adamczyk H.;Kozlowski K.;Gjertsen T.;Kowalczyk S.;Lewandowski M.;Benedyczak A.;H
10.04.2021;17:30;Stal Mielec;Warta Poznań;2020/2021;Stadion Dyskobolii (Grodzisk Wielkopolski);Kwiatkowski T. (Pol);0;2,93;2,94;2,6;0;3,1;3,16;2,83;3,01;3,01;2,76;0;0;10;10;2;1;0,51;0,49;4;7;;;2;2;1;2;6;13;;;7;15;;;3;1;Strączek R.;Lis A.;Dadok R.;Kuzdra J.;Żyro M.;Ławniczak A.;Chorbadzhiyski B.;Ivanov R.;Flis M.;Kiełb J.;Getinger K.;Żurawski M.;Domański M.;Kupczak M.;Matras M.;Trałka Ł.;Tomasiewicz G.;Grzesik J.;Kolev A.;Kuzimski M.;Prokić A.;Baku M.;D
10.04.2021;20:00;Lechia Gdańsk;Śląsk Wrocław;2020/2021;Tarczyński Arena (Wrocław);Lasyk P. (Pol);1;2,57;3,12;2,8;1;2,66;3,34;3,01;2,64;3,25;2,93;0;0;12;15;4;4;0,47;0,53;2;4;;;3;2;5;5;6;9;;;11;14;;;2;2;Kuciak D.;Szromnik M.;Kopacz B.;Bejger L.;Maloca M.;Poprawa K.;Tobers K.;Tamas M.;Conrado;Stiglec D.;Biegański J.;Mączyński K.;Zwoliński Ł.;Makowski R.;Kubicki J.;Janasik P.;Makowski T.;Praszelik M.;Udovicic Z.;Sobota W.;Paixao F.;Exposito E.;D
11.04.2021;15:00;Podbeskidzie B-B;Zagłębie Lubin;2020/2021;Stadion Zagłębia Lubin (Lubin);Przybyl J. (Pol);1;3,44;3,42;2,07;2;3,62;3,6;2,17;3,58;3,57;2,13;0;0;18;12;5;4;0,45;0,55;5;7;;;3;1;5;7;11;8;;;16;15;;;0;4;Peskovic M.;Hładun D.;Niepsuj D.;Chodyna K.;Modelski F.;Kruk K.;Janicki R.;Oko D.;Bashlay D.;Balic S.;Sierpina L.;Żubrowski J.;Hora J.;Starzyński F.;Rzuchowski M.;Poręba L.;Ubbink D.;Szysz P.;Biliński K.;Drazic D.;Sitek M.;Podlinski K.;H
11.04.2021;17:30;Legia Warszawa;Lech Poznań;2020/2021;Stadion Miejski (Poznań);Frankowski B. (Pol);0;2,1;3,39;3,37;0;2,21;3,65;3,67;2,17;3,52;3,52;0;0;10;19;3;6;0,52;0,48;6;2;;;3;4;6;3;0;7;;;6;10;;;1;3;Boruc A.;van der Hart M.;Jędrzejczyk A.;Satka L.;Wieteska M.;Salamon B.;Shabanov A.;Milic A.;Juranovic J.;Kamiński J.;Slisz B.;Karlstrom J.;Martins A.;Pedro Tiba;Mladenovic F.;Kvekveskiri N.;Kapustka B.;Puchacz T.;Pekhart T.;Ishak M.;Luquinhas;Dani Ramirez;D
12.04.2021;18:00;Górnik Zabrze;Piast Gliwice;2020/2021;Stadion Miejski w Gliwicach (Gliwice);Jakubik K. (Pol);0;3,9;3,31;1,96;2;4,18;3,49;2,05;4,14;3,49;2;0;0;13;10;3;3;0,52;0,48;7;5;;;1;3;3;5;7;7;;;10;12;;;2;0;Chudy M.;Plach F.;Pawłowski D.;Rymaniak B.;Paluszek A.;Huk T.;Evangelou S.;Czerwiński J.;Masouras G.;Holubek J.;Kubica K.;Sokołowski P.;Manneh A.;Lipski P.;Janza E.;Badia G.;Ściślak D.;Chrapek M.;Sobczyk A.;Steczyk D.;Jimenez J.;Świerczok J.;H
16.04.2021;18:00;Pogoń Szczecin;Podbeskidzie B-B;2020/2021;Stadion Miejski (Bielsko-Biała);Szczech Ł. (Pol);2;2,1;3,2;3,62;0;2,21;3,4;3,88;2,15;3,34;3,8;0;0;10;11;5;6;0,48;0,52;7;9;;;2;1;8;5;3;5;;;11;10;;;3;4;Stipica D.;Peskovic M.;Bartkowski J.;Modelski F.;Triantafyllopoulos K.;Janicki R.;Zech B.;Bashlay D.;Mata L.;Niepsuj D.;Dąbrowski D.;Hora J.;Kucharczyk M.;Rzuchowski M.;Kozlowski K.;Ubbink D.;Drygas K.;Sierpina L.;Kowalczyk S.;Krecichwost B.;Benedyczak A.;Biliński K.;A
16.04.2021;20:30;Śląsk Wrocław;Górnik Zabrze;2020/2021;Stadion im. Ernesta Pohla (Zabrze);Marciniak S. (Pol);1;3,57;3,25;2,09;1;3,82;3,45;2,2;3,75;3,43;2,13;0;0;11;24;6;3;0,5;0,5;3;7;;;0;2;4;7;5;6;;;9;13;;;3;4;Szromnik M.;Chudy M.;Bejger L.;Wiśniewski P.;Poprawa K.;Paluszek A.;Tamas M.;Gryszkiewicz A.;Janasik P.;Pawłowski D.;Mączyński K.;Kubica K.;Makowski R.;Manneh A.;Stiglec D.;Janza E.;Zylla M.;Jimenez J.;Exposito E.;Boakye R.;Praszelik M.;Nowak B.;D
17.04.2021;15:00;Piast Gliwice;Lechia Gdańsk;2020/2021;Polsat Plus Arena (Gdańsk);Frankowski B. (Pol);2;2,75;3,13;2,59;2;2,92;3,31;2,7;2,86;3,27;2,68;0;0;15;12;4;6;0,41;0,59;7;5;;;2;0;8;6;9;8;;;17;14;;;1;2;Plach F.;Kuciak D.;Rymaniak B.;Fila K.;Huk T.;Maloca M.;Malarczyk P.;Kopacz B.;Holubek J.;Conrado;Badia G.;Biegański J.;Sokołowski P.;Zwoliński Ł.;Lipski P.;Gajos M.;Steczyk D.;Kubicki J.;Chrapek M.;Udovicic Z.;Świerczok J.;Paixao F.;D
17.04.2021;17:30;Lech Poznań;Raków Częstochowa;2020/2021;GIEKSA Arena (Bełchatów);Stefanski D. (Pol);1;3,05;3,16;2,37;3;3,21;3,37;2,47;3,21;3,24;2,45;0;0;18;11;3;2;0,63;0,37;7;4;;;0;1;3;6;9;2;;;12;8;;;;;van der Hart M.;Holec D.;Satka L.;Piątkowski K.;Salamon B.;Niewulis A.;Milic A.;Arsenić Z.;Czerwiński A.;Tudor F.;Karlstrom J.;Lederman B.;Kvekveskiri N.;Sapała I.;Puchacz T.;Kun P.;Dani Ramirez;Wdowiak M.;Ishak M.;Arak J.;Pedro Tiba;Cebula M.;H
17.04.2021;20:00;Warta Poznań;Wisła Kraków;2020/2021;Stadion Miejski im. Henryka Reymana (Kraków);Myc W. (Pol);1;3,78;3,39;1,97;0;4,07;3,64;2,08;3,85;3,64;2,02;0;0;10;16;1;6;0,5;0,5;5;12;;;3;1;7;1;6;16;;;13;17;;;2;2;Lis A.;Lis M.;Kuzdra J.;Burliga L.;Ławniczak A.;Frydrych M.;Ivanov R.;Radakovic U.;Kiełb J.;Sadlok M.;Trałka Ł.;Zhukov G.;Kupczak M.;Starzyński P.;Grzesik J.;Kuveljic N.;Żurawski M.;Savic S.;Baku M.;Yeboah Y.;Zrelak A.;Brown F.;A
18.04.2021;12:30;Zagłębie Lubin;Stal Mielec;2020/2021;Stadion MOSiR (Mielec);Raczkowski P. (Pol);2;2,87;3,24;2,44;0;3,13;3,37;2,61;3,05;3,37;2,48;0;0;10;15;4;3;0,47;0,53;6;15;;;0;1;5;4;7;24;;;12;28;;;1;1;Hładun D.;Gliwa M.;Chodyna K.;Dadok R.;Kruk K.;Żyro M.;Oko D.;Chorbadzhiyski B.;Bartolewski M.;Flis M.;Żubrowski J.;Getinger K.;Bashkirov E.;Tomasiewicz G.;Szysz P.;Matras M.;Starzyński F.;Domański M.;Drazic D.;Kolev A.;Podlinski K.;Zjawiński Ł.;A
18.04.2021;15:00;Jagiellonia Białystok;Wisła Płock;2020/2021;Orlen Stadion (Płock);Przybyl J. (Pol);2;3,79;3,41;1,97;2;4,04;3,61;2,06;3,95;3,61;2,01;0;0;18;7;4;5;0,52;0,48;10;2;;;3;0;7;6;9;7;;;16;13;;;2;2;Dziekoński X.;Kamiński K.;Twardek K.;Vallo K.;Tiru B.;Rzeźniczak J.;Augustyn B.;Uryga A.;Wdowik B.;Garcia A.;Pospisil M.;Rasak D.;Romanczuk T.;Lesniak F.;Makuszewski M.;Kocyła D.;Imaz J.;Szwoch M.;Bida B.;Tomasik P.;Puljic J.;Tuszyński P.;D
