Data;Godzina;Goście;Gospodarze;Sezon;Stadion;Sędzia;AG;AvgA;AvgD;AvgH;HG;MaxA;MaxD;MaxH;PA;PD;PH;Czerwone kartki A;Czerwone kartki H;Faule A;Faule H;Interwencje bramkarzy A;Interwencje bramkarzy H;Posiadanie piłki A;Posiadanie piłki H;Rzuty rożne A;Rzuty rożne H;Rzuty wolne A;Rzuty wolne H;Spalone A;Spalone H;Strzały na bramkę A;Strzały na bramkę H;Strzały niecelne A;Strzały niecelne H;Strzały zablokowane A;Strzały zablokowane H;Sytuacje bramkowe A;Sytuacje bramkowe H;Wrzuty z autu A;Wrzuty z autu H;Żółte kartki A;Żółte kartki H;Zawodnik 1 A;Zawodnik 1 H;Zawodnik 2 A;Zawodnik 2 H;Zawodnik 3 A;Zawodnik 3 H;Zawodnik 4 A;Zawodnik 4 H;Zawodnik 5 A;Zawodnik 5 H;Zawodnik 6 A;Zawodnik 6 H;Zawodnik 7 A;Zawodnik 7 H;Zawodnik 8 A;Zawodnik 8 H;Zawodnik 9 A;Zawodnik 9 H;Zawodnik 10 A;Zawodnik 10 H;Zawodnik 11 A;Zawodnik 11 H;Res
12.03.2016;15:30;Górnik Łęczna;Jagiellonia Białystok;2015/2016;Stadion Miejski (Białystok);Kwiatkowski T. (Pol);0;3,32;3,18;2,18;1;3,75;3,4;2,34;3,75;3,29;2,2;1;0;17;10;2;2;0,41;0,59;4;8;10;19;2;0;2;3;3;11;2;2;7;16;14;25;4;1;Bartkus D.;Drągowski B.;Mierzejewski L.;Burliga L.;Bozic T.;Tarasovs I.;Pruchnik Radosław;Guti;Jakubik D.;Tomasik P.;Danielewicz K.;Frankowski P.;Boguslawski L.;Grzyb R.;Bonin G.;Romanczuk T.;Pitry P.;Cernych F.;Marquitos;Vassiljev K.;Śpiączka B.;Świderski K.;H
12.03.2016;18:00;Legia Warszawa;Cracovia;2015/2016;Stadion MKS Cracovia (Kraków);Frankowski B. (Pol);2;2,06;3,41;3,41;1;2,18;3,62;3,75;2,11;3,62;3,64;0;0;16;12;5;0;0,51;0,49;3;5;10;23;6;2;2;6;3;5;1;2;6;13;25;28;3;3;Malarz A.;Sandomierski G.;Jędrzejczyk A.;Deleu;Lewczuk I.;Bejan F.;Rzeźniczak J.;Polczak P.;Hlousek A.;Wołąkiewicz H.;Jodłowiec T.;Budzinski M.;Borysiuk A.;Covilo M.;Guilherme;Wójcicki J.;Prijovic A.;Cetnarski M.;Kucharczyk M.;Kapustka B.;Nikolics N.;Jendrisek E.;A
12.03.2016;20:30;Lech Poznań;Ruch Chorzów;2015/2016;Stadion Ruchu Chorzów (Chorzów);Marciniak S. (Pol);3;2,17;3,05;3,54;1;2,38;3,3;3,9;2,38;3,03;3,72;0;0;15;8;1;1;0,39;0,61;2;6;12;15;1;3;4;2;6;4;1;1;11;7;24;31;1;1;Buric J.;Putnocky M.;Ceesay K.;Konczkowski M.;Arajuuri P.;Grodzicki R.;Kaminski M.;Koj M.;Kadar T.;Oleksy P.;Lovrencsics G.;Surma L.;Tetteh A.;Lipski P.;Trałka Ł.;Mazek K.;Gajos M.;Iwanski M.;Jevtić D.;Moneta L.;Kownacki D.;Stepinski M.;A
13.03.2016;15:30;Pogoń Szczecin;Zagłębie Lubin;2015/2016;Stadion Zagłębia Lubin (Lubin);Raczkowski P. (Pol);1;4,03;3,28;1,92;1;4,43;3,46;2,02;4,43;3,44;1,97;0;0;12;17;12;1;0,45;0,55;3;8;19;14;2;2;2;13;5;10;2;6;9;29;23;18;1;2;Kudła D.;Polacek M.;Rudol S.;Todorovski A.;Czerwiński J.;Dąbrowski M.;Murawski S.;Guldan L.;Nunes R.;Cotra D.;Matras M.;Kubicki J.;Murawski R.;Piątek L.;Frączczak A.;Janoszka L.;Akahoshi T.;Starzyński F.;Gyurcso A.;Wozniak A.;Dvalishvili V.;Piątek K.;D
13.03.2016;18:00;Lechia Gdańsk;Górnik Zabrze;2015/2016;Stadion im. Ernesta Pohla (Zabrze);Zlotek M. (Pol);1;1,99;3,34;3,7;1;2,12;3,5;4,12;2,02;3,48;4,12;0;1;11;12;0;6;0,58;0,42;7;4;14;13;2;2;7;1;6;2;6;1;19;4;30;29;0;3;Milinkovic-Savic V.;Kasprzik G.;Janicki R.;Vidanov P.;Maloca M.;Kopacz B.;Wawrzyniak J.;Danch A.;Stolarski P.;Kallaste K.;Kovacevic A.;Matuszek S.;Chrapek M.;Sobolewski R.;Haraslin L.;Przybylski M.;Krasic M.;Gergel R.;Kuswik G.;Steblecki S.;Paixao F.;Madej L.;D
14.03.2016;18:00;Wisła Kraków;Bruk-Bet T.;2015/2016;Termalica Bruk-Bet Nieciecza (Nieciecza);Stefanski D. (Pol);4;2,93;3,17;2,4;2;3,15;3,35;2,59;2,99;3,28;2,59;0;0;28;11;5;3;0,5;0,5;4;5;12;30;2;2;7;7;3;7;1;3;11;17;19;29;2;2;Miskiewicz M.;Pilarz K.;Jovic B.;Pleva D.;Glowacki A.;Putivtsev A.;Guzmics R.;Soldecki D.;Sadlok M.;Jarecki D.;Popovic D.;Babiarz B.;Wolski R.;Kupczak M.;Boguski R.;Juhar M.;Brożek Pa.;Misak P.;Malecki P.;Plizga D.;Ondrasek Z.;Kedziora W.;A
18.03.2016;18:00;Piast Gliwice;Korona Kielce;2015/2016;Suzuki Arena (Kielce);Musial T. (Pol);1;2,56;3,19;2,71;1;2,7;3,4;2,9;2,7;3,4;2,78;0;0;12;14;7;4;0,61;0,39;5;4;15;19;7;0;5;8;5;7;6;1;16;16;15;21;4;1;Szmatuła J.;Trela D.;Hebert;Gabovs V.;Pietrowski M.;Dejmek R.;Korun U.;Diaw E. P.;Mokwa T.;Sylwestrzak K.;Murawski R.;Sierpina L.;Vacek K.;Grzelak R.;Mraz P.;Pawłowski B.;Mak M.;Jovanovic V.;Nespor M.;Airam;Badia G.;Aankour N.;D
18.03.2016;20:30;Jagiellonia Białystok;Wisła Kraków;2015/2016;Stadion Miejski im. Henryka Reymana (Kraków);Raczkowski P. (Pol);1;3,57;3,31;2,04;5;3,93;3,52;2,12;3,93;3,51;2,06;1;0;7;7;4;1;0,25;0,75;2;4;8;7;0;1;2;9;1;4;0;3;3;16;18;24;1;1;Drągowski B.;Miskiewicz M.;Burliga L.;Jovic B.;Guti;Glowacki A.;Tarasovs I.;Guzmics R.;Tomasik P.;Sadlok M.;Góralski J.;Popovic D.;Grzyb R.;Wolski R.;Frankowski P.;Boguski R.;Vassiljev K.;Brożek Pa.;Cernych F.;Malecki P.;Świderski K.;Ondrasek Z.;H
19.03.2016;15:30;Górnik Zabrze;Podbeskidzie B-B;2015/2016;Stadion Miejski (Bielsko-Biała);Frankowski B. (Pol);0;3,35;3,31;2,12;0;3,7;3,5;2,24;3,6;3,49;2,17;0;0;18;10;4;4;0,39;0,61;3;8;11;18;0;3;4;4;8;13;3;5;15;22;24;30;2;2;Kasprzik G.;Zubas E.;Vidanov P.;Wierietilo O.;Danch A.;Piacek J.;Kopacz B.;Baranowski P.;Kallaste K.;Mojta A.;Gergel R.;Kato K.;Sobolewski R.;Sokolowski M.;Przybylski M.;Stefanik S.;Magiera M.;Mozdzen M.;Madej L.;Szczepaniak M.;Kante;Demjan R.;D
19.03.2016;18:00;Ruch Chorzów;Śląsk Wrocław;2015/2016;Tarczyński Arena (Wrocław);Przybyl J. (Pol);0;3,53;3,2;2,1;0;3,95;3,34;2,17;3,88;3,34;2,14;0;0;6;9;3;5;0,57;0,43;5;6;9;6;0;1;5;3;3;6;3;2;11;11;32;25;0;1;Putnocky M.;Abramowicz M.;Konczkowski M.;Zieliński P.;Grodzicki R.;Celeban P.;Koj M.;Dvali L.;Oleksy P.;Pawelec M.;Surma L.;Hateley T.;Hanzel L.;Gecov M.;Mazek K.;Kiełb J.;Lipski P.;Holota T.;Zienczuk M.;Pich R.;Stepinski M.;Mervo B.;D
19.03.2016;20:30;Legia Warszawa;Lech Poznań;2015/2016;Stadion Miejski (Poznań);Marciniak S. (Pol);2;2,1;3,25;3,47;0;2,25;3,44;3,75;2,19;3,32;3,75;0;0;15;13;3;4;0,42;0,58;11;5;14;19;4;1;6;3;2;1;3;4;11;8;35;38;3;2;Malarz A.;Buric J.;Jędrzejczyk A.;Kędziora T.;Lewczuk I.;Arajuuri P.;Pazdan M.;Wilusz M.;Hlousek A.;Kadar T.;Aleksandrov M.;Trałka Ł.;Jodłowiec T.;Tetteh A.;Borysiuk A.;Gajos M.;Duda O.;Jevtić D.;Prijovic A.;Jóźwiak K.;Nikolics N.;Nielsen N.;A
20.03.2016;15:30;Zagłębie Lubin;Górnik Łęczna;2015/2016;Stadion GKS Górnik Łęczna (Łęczna);Stefanski D. (Pol);2;2,5;3,12;2,83;0;2,64;3,3;3;2,59;3,28;3;0;0;19;12;2;1;0,52;0,48;3;3;13;23;1;0;3;2;2;9;2;7;7;18;26;31;1;1;Polacek M.;Bartkus D.;Todorovski A.;Mierzejewski L.;Guldan L.;Bozic T.;Dąbrowski M.;Pruchnik Radosław;Cotra D.;Leandro;Piątek L.;Boguslawski L.;Kubicki J.;Bonin G.;Janoszka L.;Danielewicz K.;Starzyński F.;Nowak T.;Wozniak A.;Piesio G.;Piątek K.;Świerczok J.;A
20.03.2016;15:30;Bruk-Bet T.;Lechia Gdańsk;2015/2016;Polsat Plus Arena (Gdańsk);Jakubik K. (Pol);1;5,63;3,72;1,6;1;6,5;4,01;1,67;5,71;3,99;1,67;0;0;22;18;1;0;0,47;0,53;2;10;17;22;3;0;1;2;3;1;0;3;4;6;23;19;5;3;Nowak S.;Maric M.;Pleva D.;Janicki R.;Stano P.;Maloca M.;Soldecki D.;Wawrzyniak J.;Putivtsev A.;Wojtkowiak G.;Babiarz B.;Kovacevic A.;Kupczak M.;Chrapek M.;Biskup J.;Mak Mi.;Bratanovic E.;Mila S.;Plizga D.;Kuswik G.;Kedziora W.;Paixao F.;D
20.03.2016;18:00;Cracovia;Pogoń Szczecin;2015/2016;Stadion Miejski w Szczecinie (Szczecin);Kwiatkowski T. (Pol);2;3,02;3,17;2,34;2;3,25;3,4;2,47;3,12;3,4;2,43;0;0;8;7;3;3;0,5;0,5;5;1;14;12;2;4;5;5;4;8;2;2;11;15;22;27;2;2;Sandomierski G.;Kudła D.;Wołąkiewicz H.;Rudol S.;Bejan F.;Czerwiński J.;Polczak P.;Nunes R.;Jaroszynski P.;Matras M.;Budzinski M.;Murawski R.;Covilo M.;Frączczak A.;Wójcicki J.;Akahoshi T.;Cetnarski M.;Gyurcso A.;Wdowiak M.;Zwoliński Ł.;Jendrisek E.;Dvalishvili V.;D
01.04.2016;18:00;Pogoń Szczecin;Górnik Zabrze;2015/2016;Stadion im. Ernesta Pohla (Zabrze);Marciniak S. (Pol);1;2,86;3,14;2,48;1;3,1;3,31;2,8;2,99;3,31;2,58;0;0;18;7;4;4;0,48;0,52;4;7;11;18;0;4;5;5;7;5;8;0;20;10;28;25;1;2;Kudła D.;Kasprzik G.;Frączczak A.;Golanski P.;Rudol S.;Kopacz B.;Matras M.;Danch A.;Nunes R.;Kallaste K.;Piotrowski J.;Przybylski M.;Murawski R.;Kwiek A.;Przybecki M.;Gergel R.;Akahoshi T.;Steblecki S.;Gyurcso A.;Madej L.;Zwoliński Ł.;Kante;D
01.04.2016;20:30;Śląsk Wrocław;Lech Poznań;2015/2016;Stadion Miejski (Poznań);Kwiatkowski T. (Pol);1;3,87;3,35;1,95;0;5;3,5;2,09;4,01;3,44;2,06;0;0;10;13;5;6;0,46;0,54;2;8;13;12;2;0;7;5;6;5;1;4;14;14;29;29;1;2;Abramowicz M.;Buric J.;Pawelec M.;Kędziora T.;Celeban P.;Wilusz M.;Dvali L.;Kaminski M.;Dudu;Volkov V.;Holota T.;Trałka Ł.;Hateley T.;Dudka D.;Dankowski K.;Lovrencsics G.;Morioka R.;Gajos M.;Pich R.;Jevtić D.;Mervo B.;Nielsen N.;A
02.04.2016;15:30;Korona Kielce;Bruk-Bet T.;2015/2016;Termalica Bruk-Bet Nieciecza (Nieciecza);Musial T. (Pol);1;3,36;3,25;2,14;0;3,65;3,44;2,24;3,51;3,43;2,23;0;0;11;19;1;1;0,33;0,67;4;4;21;12;1;1;2;1;3;5;5;1;10;7;25;26;1;4;Trela D.;Nowak S.;Rymaniak B.;Pleva D.;Dejmek R.;Stano P.;Diaw E. P.;Putivtsev A.;Sylwestrzak K.;Ziajka S.;Jovanovic V.;Kupczak M.;Grzelak R.;Babiarz B.;Pylypchuk S.;Plizga D.;Aankour N.;Misak P.;Pawłowski B.;Biskup J.;Airam;Kedziora W.;A
02.04.2016;18:00;Górnik Łęczna;Cracovia;2015/2016;Stadion MKS Cracovia (Kraków);Przybyl J. (Pol);0;4,21;3,53;1,81;0;4,9;3,75;1,88;4,57;3,75;1,85;0;0;16;14;2;3;0,49;0,51;4;6;15;21;5;1;3;2;6;4;2;5;11;11;39;28;3;1;Prusak S.;Sandomierski G.;Mierzejewski L.;Deleu;Pruchnik Radosław;Bejan F.;Bozic T.;Polczak P.;Leandro;Jaroszynski P.;Tyminski L.;Budzinski M.;Nowak T.;Covilo M.;Bonin G.;Wójcicki J.;Śpiączka B.;Cetnarski M.;Piesio G.;Kapustka B.;Świerczok J.;Jendrisek E.;D
02.04.2016;20:30;Lechia Gdańsk;Legia Warszawa;2015/2016;Stadion Wojska Polskiego (Warszawa);Stefanski D. (Pol);1;4,78;3,59;1,71;1;5,7;3,9;1,78;5,4;3,85;1,72;0;1;10;16;2;6;0,5;0,5;7;4;18;13;3;2;7;3;3;3;2;5;12;11;30;38;2;4;Milinkovic-Savic V.;Malarz A.;Janicki R.;Jędrzejczyk A.;Maloca M.;Rzeźniczak J.;Wawrzyniak J.;Pazdan M.;Krasic M.;Hlousek A.;Chrapek M.;Guilherme;Paixao F.;Borysiuk A.;Mila S.;Vranjes S.;Peszko S.;Duda O.;Kuswik G.;Nikolics N.;Mak Mi.;Prijovic A.;D
03.04.2016;15:30;Piast Gliwice;Zagłębie Lubin;2015/2016;Stadion Zagłębia Lubin (Lubin);Kimura H. (Jpn);1;3,7;3,36;1,98;4;4,2;3,58;2,08;3,93;3,48;2,07;0;0;10;12;5;3;0,48;0,52;7;11;13;9;0;1;4;9;7;6;4;4;15;19;29;22;2;1;Szmatuła J.;Polacek M.;Korun U.;Todorovski A.;Hebert;Dąbrowski M.;Osyra K.;Guldan L.;Pietrowski M.;Cotra D.;Murawski R.;Tosik J.;Vacek K.;Piątek L.;Mak M.;Janus K.;Zivec S.;Starzyński F.;Szeliga B.;Janoszka L.;Barisic J.;Papadopulos M.;H
03.04.2016;18:00;Wisła Kraków;Ruch Chorzów;2015/2016;Stadion Ruchu Chorzów (Chorzów);Raczkowski P. (Pol);3;2,28;3,2;3,11;2;2,44;3,4;3,35;2,32;3,38;3,35;0;0;15;13;2;6;0,54;0,46;6;1;15;16;4;3;9;4;7;4;3;0;19;8;7;10;1;3;Miskiewicz M.;Putnocky M.;Jovic B.;Konczkowski M.;Glowacki A.;Grodzicki R.;Guzmics R.;Koj M.;Sadlok M.;Oleksy P.;Boguski R.;Mazek K.;Popovic D.;Surma L.;Wolski R.;Lipski P.;Malecki P.;Hanzel L.;Brożek Pa.;Zienczuk M.;Ondrasek Z.;Stepinski M.;A
04.04.2016;18:00;Podbeskidzie B-B;Jagiellonia Białystok;2015/2016;Stadion Miejski (Białystok);Jakubik K. (Pol);3;3,83;3,41;1,93;0;4,2;3,6;2,04;4,09;3,58;2,01;0;0;11;11;11;1;0,49;0,51;1;13;10;16;5;0;2;11;1;6;2;6;5;23;31;22;1;2;Zubas E.;Drągowski B.;Sokolowski M.;Burliga L.;Piacek J.;Guti;Baranowski P.;Wasiluk M.;Mojta A.;Tomasik P.;Kato K.;Cernych F.;Kowalski J.;Romanczuk T.;Sloboda A.;Grzyb R.;Mozdzen M.;Mackiewicz K.;Chmiel D.;Frankowski P.;Szczepaniak M.;Grzelczak P.;A
09.04.2016;18:00;Lech Poznań;Górnik Łęczna;2015/2016;Stadion GKS Górnik Łęczna (Łęczna);Jakubik K. (Pol);1;2,76;3,01;2,63;0;3,1;3,15;2,84;2,83;3,12;2,84;0;0;17;11;7;3;0,52;0,48;5;5;13;23;1;3;4;7;5;4;4;2;13;13;25;26;0;2;Buric J.;Prusak S.;Kędziora T.;Mierzejewski L.;Arajuuri P.;Pruchnik Radosław;Kaminski M.;Bozic T.;Kadar T.;Leandro;Tetteh A.;Tyminski L.;Trałka Ł.;Nowak T.;Jevtić D.;Bonin G.;Linetty K.;Pitry P.;Gajos M.;Piesio G.;Nielsen N.;Śpiączka B.;A
09.04.2016;18:00;Górnik Zabrze;Korona Kielce;2015/2016;Suzuki Arena (Kielce);Raczkowski P. (Pol);1;3,58;3,33;2,03;2;4;3,53;2,16;3,79;3,51;2,1;0;0;14;9;1;5;0,56;0,44;5;0;11;15;1;1;6;3;2;6;2;3;10;12;38;27;4;1;Kasprzik G.;Trela D.;Danch A.;Dejmek R.;Oss M.;Grzelak R.;Kallaste K.;Rymaniak B.;Kopacz B.;Diaw E. P.;Przybylski M.;Sylwestrzak K.;Gergel R.;Sierpina L.;Kurzawa R.;Jovanovic V.;Golanski P.;Pylypchuk S.;Kante;Airam;Skrzypczak S.;Aankour N.;H
09.04.2016;18:00;Ruch Chorzów;Lechia Gdańsk;2015/2016;Polsat Plus Arena (Gdańsk);Marciniak S. (Pol);0;8,17;4,14;1,42;2;10;4,5;1,48;8,83;4,41;1,46;0;0;11;16;6;3;0,48;0,52;6;4;19;12;2;3;3;8;3;4;3;2;9;14;30;23;0;2;Putnocky M.;Milinkovic-Savic V.;Konczkowski M.;Janicki R.;Grodzicki R.;Maloca M.;Szyndrowski M.;Wawrzyniak J.;Oleksy P.;Peszko S.;Surma L.;Krasic M.;Iwanski M.;Mila S.;Mazek K.;Haraslin L.;Lipski P.;Chrapek M.;Podgorski T.;Paixao F.;Efir M.;Kuswik G.;H
09.04.2016;18:00;Jagiellonia Białystok;Piast Gliwice;2015/2016;Stadion Miejski w Gliwicach (Gliwice);Kwiatkowski T. (Pol);0;3,44;3,39;2,06;2;3,73;3,79;2,2;3,73;3,79;2,03;0;0;7;12;2;9;0,45;0,55;11;5;16;11;2;3;9;4;9;11;;;18;15;40;22;3;2;Baran K.;Szmatuła J.;Burliga L.;Hebert;Guti;Pietrowski M.;Tarasovs I.;Korun U.;Tomasik P.;Szeliga B.;Cernych F.;Vacek K.;Grzyb R.;Murawski R.;Góralski J.;Mraz P.;Mackiewicz K.;Badia G.;Vassiljev K.;Nespor M.;Świderski K.;Mak M.;H
09.04.2016;18:00;Bruk-Bet T.;Podbeskidzie B-B;2015/2016;Stadion Miejski (Bielsko-Biała);Przybyl J. (Pol);0;3,14;3,26;2,24;2;3,4;3,45;2,38;3,37;3,45;2,28;0;1;12;8;1;7;0,54;0,46;6;7;15;13;1;0;7;3;6;2;3;2;16;7;36;25;4;5;Nowak S.;Zubas E.;Fryc P.;Wierietilo O.;Stano P.;Piacek J.;Putivtsev A.;Baranowski P.;Ziajka S.;Mojta A.;Kupczak M.;Sokolowski M.;Plizga D.;Sloboda A.;Babiarz B.;Kato K.;Foszmanczyk T.;Stefanik S.;Juhar M.;Chmiel D.;Kedziora W.;Szczepaniak M.;H
09.04.2016;18:00;Legia Warszawa;Pogoń Szczecin;2015/2016;Stadion Miejski w Szczecinie (Szczecin);Lasyk P. (Pol);0;1,81;3,46;4,36;0;1,89;3,71;4,8;1,84;3,69;4,74;0;0;17;10;0;3;0,58;0,42;10;0;12;19;2;0;3;0;5;4;1;1;9;5;31;33;2;2;Malarz A.;Kudła D.;Broz L.;Frączczak A.;Jędrzejczyk A.;Rudol S.;Rzeźniczak J.;Fojut J.;Hlousek A.;Nunes R.;Pazdan M.;Matras M.;Guilherme;Murawski R.;Aleksandrov M.;Listkowski M.;Prijovic A.;Akahoshi T.;Duda O.;Gyurcso A.;Nikolics N.;Zwoliński Ł.;D
09.04.2016;18:00;Cracovia;Śląsk Wrocław;2015/2016;Tarczyński Arena (Wrocław);Kimura H. (Jpn);1;3;3,26;2,31;2;3,2;3,44;2,5;3,03;3,43;2,44;0;0;13;23;2;3;0,46;0,54;2;4;25;14;1;0;4;4;4;3;4;1;12;8;30;28;1;5;Sandomierski G.;Abramowicz M.;Wołąkiewicz H.;Pawelec M.;Bejan F.;Celeban P.;Polczak P.;Dvali L.;Jaroszynski P.;Dudu;Budzinski M.;Holota T.;Covilo M.;Hateley T.;Kapustka B.;Dankowski K.;Cetnarski M.;Morioka R.;Jendrisek E.;Pich R.;Vestenicky T.;Mervo B.;H
09.04.2016;18:00;Zagłębie Lubin;Wisła Kraków;2015/2016;Stadion Miejski im. Henryka Reymana (Kraków);Stefanski D. (Pol);1;3,53;3,41;2,02;1;4;3,71;2,08;3,8;3,71;2,03;0;0;18;17;3;2;0,42;0,58;1;10;19;19;0;1;3;4;2;4;3;3;8;11;23;38;4;3;Polacek M.;Miskiewicz M.;Todorovski A.;Jovic B.;Jach J.;Glowacki A.;Dąbrowski M.;Guzmics R.;Cotra D.;Sadlok M.;Papadopulos M.;Boguski R.;Kubicki J.;Wolski R.;Piątek L.;Popovic D.;Janoszka L.;Malecki P.;Starzyński F.;Ondrasek Z.;Wozniak A.;Drzazga K.;D
15.04.2016;18:00;Ruch Chorzów;Pogoń Szczecin;2015/2016;Stadion Miejski w Szczecinie (Szczecin);Marciniak S. (Pol);1;3,77;3,32;1,98;1;4,2;3,46;2,05;4,11;3,46;2,03;0;0;8;14;3;1;0,45;0,55;4;7;19;11;3;6;2;4;1;11;0;4;3;19;21;28;0;1;Putnocky M.;Kudła D.;Konczkowski M.;Frączczak A.;Grodzicki R.;Rudol S.;Koj M.;Fojut J.;Oleksy P.;Nunes R.;Surma L.;Matras M.;Hanzel L.;Murawski R.;Podgorski T.;Akahoshi T.;Lipski P.;Kort D.;Moneta L.;Gyurcso A.;Stepinski M.;Zwoliński Ł.;D
15.04.2016;20:30;Lech Poznań;Legia Warszawa;2015/2016;Stadion Wojska Polskiego (Warszawa);Stefanski D. (Pol);0;5,07;3,58;1,68;1;6;3,83;1,74;5,37;3,82;1,73;0;0;10;15;4;2;0,46;0,54;5;3;18;11;2;3;2;5;4;2;3;4;9;11;32;30;2;5;Buric J.;Malarz A.;Kędziora T.;Jędrzejczyk A.;Arajuuri P.;Lewczuk I.;Kaminski M.;Rzeźniczak J.;Kadar T.;Hlousek A.;Trałka Ł.;Pazdan M.;Tetteh A.;Borysiuk A.;Jevtić D.;Duda O.;Linetty K.;Prijovic A.;Gajos M.;Aleksandrov M.;Nielsen N.;Nikolics N.;H
16.04.2016;15:30;Śląsk Wrocław;Korona Kielce;2015/2016;Suzuki Arena (Kielce);Frankowski B. (Pol);1;2,59;3,11;2,73;1;2,77;3,28;2,89;2,67;3,28;2,89;1;0;8;13;3;3;0,48;0,52;2;8;17;8;0;3;4;4;2;8;4;6;10;18;22;27;2;3;Abramowicz M.;Trela D.;Zieliński P.;Rymaniak B.;Celeban P.;Dejmek R.;Dvali L.;Diaw E. P.;Dudu;Sylwestrzak K.;Kiełb J.;Cebula M.;Hateley T.;Grzelak R.;Holota T.;Pylypchuk S.;Pich R.;Jovanovic V.;Morioka R.;Aankour N.;Mervo B.;Airam;D
16.04.2016;18:00;Lechia Gdańsk;Zagłębie Lubin;2015/2016;Stadion Zagłębia Lubin (Lubin);Musial T. (Pol);2;2,78;3,18;2,51;1;3;3,37;2,67;2,86;3,33;2,67;0;0;16;19;5;3;0,55;0,45;3;4;22;16;0;2;5;6;2;3;4;4;11;13;22;23;1;2;Milinkovic-Savic V.;Polacek M.;Janicki R.;Todorovski A.;Maloca M.;Guldan L.;Wawrzyniak J.;Dąbrowski M.;Chrapek M.;Cotra D.;Kovacevic A.;Piątek L.;Mila S.;Kubicki J.;Peszko S.;Janoszka L.;Krasic M.;Starzyński F.;Paixao F.;Janus K.;Kuswik G.;Papadopulos M.;A
16.04.2016;20:30;Cracovia;Piast Gliwice;2015/2016;Stadion Miejski w Gliwicach (Gliwice);Raczkowski P. (Pol);1;2,87;3,33;2,36;1;3,18;3,56;2,47;2,98;3,56;2,45;0;0;10;16;1;1;0,46;0,54;7;5;21;12;1;4;2;2;8;8;5;5;15;15;33;17;3;2;Sandomierski G.;Szmatuła J.;Deleu;Korun U.;Bejan F.;Hebert;Wołąkiewicz H.;Osyra K.;Jaroszynski P.;Szeliga B.;Kapustka B.;Murawski R.;Covilo M.;Vacek K.;Wójcicki J.;Mraz P.;Budzinski M.;Moskwik P.;Jendrisek E.;Nespor M.;Cetnarski M.;Mak M.;D
17.04.2016;15:30;Górnik Łęczna;Jagiellonia Białystok;2015/2016;Stadion Miejski (Białystok);Przybyl J. (Pol);0;3,49;3,2;2,11;2;3,85;3,36;2,19;3,75;3,32;2,19;0;0;8;15;5;3;0,64;0,36;9;4;17;12;4;2;3;7;3;5;3;3;9;15;31;18;2;1;Prusak S.;Drągowski B.;Jakubik D.;Burliga L.;Pruchnik Radosław;Guti;Bozic T.;Szymonowicz D.;Leandro;Tomasik P.;Nowak T.;Cernych F.;Bednarek J.;Romanczuk T.;Bonin G.;Grzyb R.;Śpiączka B.;Mackiewicz K.;Piesio G.;Vassiljev K.;Świerczok J.;Grzelczak P.;H
17.04.2016;15:30;Bruk-Bet T.;Podbeskidzie B-B;2015/2016;Stadion Miejski (Bielsko-Biała);Jakubik K. (Pol);1;2,99;3,18;2,36;0;3,25;3,4;2,5;3,11;3,33;2,48;0;0;16;20;2;4;0,48;0,52;8;8;21;14;0;4;5;2;4;5;5;5;14;12;12;9;1;2;Nowak S.;Zubas E.;Fryc P.;Sokolowski M.;Stano P.;Baranowski P.;Putivtsev A.;Kolcak K.;Ziajka S.;Mojta A.;Soldecki D.;Kato K.;Kupczak M.;Sloboda A.;Biskup J.;Kowalski J.;Foszmanczyk T.;Szczepaniak M.;Jarecki D.;Chmiel D.;Kedziora W.;Demjan R.;A
17.04.2016;18:00;Górnik Zabrze;Wisła Kraków;2015/2016;Stadion Miejski im. Henryka Reymana (Kraków);Kwiatkowski T. (Pol);1;5,33;3,81;1,61;3;6;4,2;1,69;5,76;4,13;1,64;0;0;14;14;5;0;0,46;0,54;5;11;14;14;0;0;1;8;8;3;2;4;11;15;29;26;2;0;Kasprzik G.;Miskiewicz M.;Golanski P.;Jovic B.;Kopacz B.;Glowacki A.;Oss M.;Guzmics R.;Kallaste K.;Sadlok M.;Przybylski M.;Popovic D.;Danch A.;Pietrzak R.;Gergel R.;Boguski R.;Kurzawa R.;Wolski R.;Madej L.;Malecki P.;Kante;Ondrasek Z.;H
19.04.2016;18:00;Zagłębie Lubin;Cracovia;2015/2016;Stadion MKS Cracovia (Kraków);Stefanski D. (Pol);0;2,69;3,21;2,56;1;2,86;3,43;2,69;2,75;3,43;2,69;0;0;15;8;6;3;0,55;0,45;7;5;9;18;5;0;3;7;5;8;3;4;11;19;30;32;1;2;Polacek M.;Sandomierski G.;Zbozień D.;Wójcicki J.;Guldan L.;Bejan F.;Dąbrowski M.;Wołąkiewicz H.;Cotra D.;Jaroszynski P.;Rakowski A.;Kapustka B.;Kubicki J.;Covilo M.;Janoszka L.;Wdowiak M.;Starzyński F.;Cetnarski M.;Wozniak A.;Jendrisek E.;Piątek K.;Vestenicky T.;H
